tanggal,stasiun,pm10,so2,co,o3,no2,max,critical,categori
2015-12-02,DKI2 (Kelapa Gading),42.0,17.0,24.0,111.0,18.0,111.0,O3,TIDAK SEHAT
2015-12-03,DKI2 (Kelapa Gading),44.0,21.0,16.0,64.0,17.0,64.0,O3,SEDANG
2015-12-04,DKI2 (Kelapa Gading),61.0,22.0,20.0,64.0,17.0,64.0,O3,SEDANG
2015-12-05,DKI2 (Kelapa Gading),74.0,29.0,24.0,60.0,17.0,74.0,PM10,SEDANG
2015-12-06,DKI2 (Kelapa Gading),63.0,19.0,35.0,65.0,20.0,65.0,O3,SEDANG
2015-12-07,DKI2 (Kelapa Gading),52.0,26.0,13.0,57.0,13.0,57.0,O3,SEDANG
2015-12-08,DKI2 (Kelapa Gading),70.0,25.0,14.0,57.0,21.0,70.0,PM10,SEDANG
2015-12-09,DKI2 (Kelapa Gading),55.0,20.0,31.0,65.0,20.0,65.0,O3,SEDANG
2015-12-10,DKI2 (Kelapa Gading),63.0,25.0,22.0,66.0,20.0,66.0,O3,SEDANG
2015-12-11,DKI2 (Kelapa Gading),60.0,24.0,18.0,85.0,23.0,85.0,O3,SEDANG
2015-12-12,DKI2 (Kelapa Gading),57.0,19.0,18.0,90.0,19.0,90.0,O3,SEDANG
2015-12-13,DKI2 (Kelapa Gading),60.0,21.0,25.0,61.0,17.0,61.0,O3,SEDANG
2015-12-14,DKI2 (Kelapa Gading),34.0,17.0,14.0,40.0,9.0,40.0,O3,BAIK
2015-12-15,DKI2 (Kelapa Gading),28.0,18.0,11.0,42.0,8.0,42.0,O3,BAIK
2015-12-16,DKI2 (Kelapa Gading),31.0,18.0,14.0,44.0,11.0,44.0,O3,BAIK
2015-12-17,DKI2 (Kelapa Gading),30.0,19.0,15.0,24.0,10.0,30.0,PM10,BAIK
2015-12-18,DKI2 (Kelapa Gading),31.0,18.0,15.0,44.0,12.0,44.0,O3,BAIK
2015-12-19,DKI2 (Kelapa Gading),23.0,18.0,13.0,47.0,13.0,47.0,O3,BAIK
2015-12-20,DKI2 (Kelapa Gading),34.0,18.0,20.0,41.0,13.0,41.0,O3,BAIK
2015-12-21,DKI2 (Kelapa Gading),34.0,18.0,16.0,36.0,10.0,36.0,O3,BAIK
2015-12-22,DKI2 (Kelapa Gading),17.0,18.0,11.0,28.0,9.0,28.0,O3,BAIK
2015-12-23,DKI2 (Kelapa Gading),33.0,19.0,12.0,29.0,13.0,33.0,PM10,BAIK
2015-12-24,DKI2 (Kelapa Gading),21.0,18.0,12.0,33.0,7.0,33.0,O3,BAIK
2015-12-25,DKI2 (Kelapa Gading),29.0,19.0,10.0,52.0,12.0,52.0,O3,SEDANG
2015-12-26,DKI2 (Kelapa Gading),32.0,19.0,7.0,42.0,8.0,42.0,O3,BAIK
2015-12-29,DKI2 (Kelapa Gading),55.0,22.0,18.0,38.0,17.0,55.0,PM10,SEDANG
2015-12-30,DKI2 (Kelapa Gading),33.0,22.0,11.0,50.0,13.0,50.0,O3,BAIK
2015-12-31,DKI2 (Kelapa Gading),24.0,18.0,11.0,51.0,9.0,51.0,O3,SEDANG
2015-12-03,DKI3 (Jagakarsa),57.0,16.0,32.0,82.0,8.0,82.0,O3,SEDANG
2015-12-03,DKI5 (Kebon Jeruk),71.0,11.0,19.0,65.0,18.0,71.0,PM10,SEDANG
2015-12-04,DKI5 (Kebon Jeruk),66.0,12.0,27.0,68.0,7.0,68.0,O3,SEDANG
2015-12-05,DKI5 (Kebon Jeruk),72.0,10.0,43.0,67.0,9.0,72.0,PM10,SEDANG
2015-12-06,DKI5 (Kebon Jeruk),68.0,11.0,32.0,66.0,6.0,68.0,PM10,SEDANG
2015-12-07,DKI5 (Kebon Jeruk),48.0,11.0,14.0,44.0,8.0,48.0,PM10,BAIK
2015-12-08,DKI5 (Kebon Jeruk),54.0,10.0,15.0,42.0,7.0,54.0,PM10,SEDANG
2015-12-12,DKI5 (Kebon Jeruk),61.0,10.0,17.0,42.0,6.0,61.0,PM10,SEDANG
2015-12-13,DKI5 (Kebon Jeruk),61.0,12.0,30.0,37.0,5.0,61.0,PM10,SEDANG
2015-12-16,DKI5 (Kebon Jeruk),19.0,12.0,6.0,24.0,5.0,24.0,O3,BAIK
2015-12-17,DKI5 (Kebon Jeruk),27.0,11.0,10.0,18.0,4.0,27.0,PM10,BAIK
2015-12-18,DKI5 (Kebon Jeruk),23.0,11.0,10.0,37.0,5.0,37.0,O3,BAIK
2015-12-19,DKI5 (Kebon Jeruk),34.0,11.0,14.0,39.0,6.0,39.0,O3,BAIK
2015-12-20,DKI5 (Kebon Jeruk),50.0,11.0,25.0,31.0,6.0,50.0,PM10,BAIK
2015-12-21,DKI5 (Kebon Jeruk),23.0,11.0,9.0,30.0,4.0,30.0,O3,BAIK
2015-12-22,DKI5 (Kebon Jeruk),28.0,11.0,8.0,17.0,4.0,28.0,PM10,BAIK
2015-12-23,DKI5 (Kebon Jeruk),34.0,11.0,10.0,25.0,3.0,34.0,PM10,BAIK
2015-12-24,DKI5 (Kebon Jeruk),44.0,11.0,11.0,23.0,3.0,44.0,PM10,BAIK
2015-12-25,DKI5 (Kebon Jeruk),41.0,13.0,8.0,38.0,4.0,41.0,PM10,BAIK
2015-12-27,DKI5 (Kebon Jeruk),53.0,11.0,14.0,46.0,5.0,53.0,PM10,SEDANG
2015-12-28,DKI5 (Kebon Jeruk),55.0,12.0,10.0,36.0,7.0,55.0,PM10,SEDANG
